symbol,announcement_ts_utc,effective_ts_utc,announcement_title,announcement_code,announcement_url,announcement_catalog_id,announcement_catalog_name,announcement_parse_status,announcement_body_excerpt,effective_day
SLXUSDT,2026-06-01 06:15:08 UTC,2026-06-01 07:30:00 UTC,Binance Futures Will Launch USDS-Margined SLXUSDT Perpetual Contract (2026-06-01),4299caec4ca4407cb282707154a97ffe,https://www.binance.com/en/support/announcement/4299caec4ca4407cb282707154a97ffe,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined SLXUSDT Perpetual Contract (2026-06-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-01 07:30 (UTC): SLXUSDT Perpetual Contract with up to 20x leverage More details on the aforeme",2026-06-01
LLYUSDT,2026-06-01 02:14:55 UTC,2026-06-01 13:30:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01),73769d872a644d7082bc79cde6c12d98,https://www.binance.com/en/support/announcement/73769d872a644d7082bc79cde6c12d98,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-01 13:30 (UTC): LLYUSDT Perpetual Contract 2026-06-01 13:35 (UTC): NVOUSDT Perpetual ",2026-06-01
NVOUSDT,2026-06-01 02:14:55 UTC,2026-06-01 13:35:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01),73769d872a644d7082bc79cde6c12d98,https://www.binance.com/en/support/announcement/73769d872a644d7082bc79cde6c12d98,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-01 13:30 (UTC): LLYUSDT Perpetual Contract 2026-06-01 13:35 (UTC): NVOUSDT Perpetual ",2026-06-01
BBXUSDT,2026-06-01 02:14:55 UTC,2026-06-01 13:40:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01),73769d872a644d7082bc79cde6c12d98,https://www.binance.com/en/support/announcement/73769d872a644d7082bc79cde6c12d98,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-01 13:30 (UTC): LLYUSDT Perpetual Contract 2026-06-01 13:35 (UTC): NVOUSDT Perpetual ",2026-06-01
NOKUSDT,2026-06-01 02:14:55 UTC,2026-06-01 13:45:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01),73769d872a644d7082bc79cde6c12d98,https://www.binance.com/en/support/announcement/73769d872a644d7082bc79cde6c12d98,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-01 13:30 (UTC): LLYUSDT Perpetual Contract 2026-06-01 13:35 (UTC): NVOUSDT Perpetual ",2026-06-01
EWTUSDT,2026-06-01 02:14:55 UTC,2026-06-01 13:50:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01),73769d872a644d7082bc79cde6c12d98,https://www.binance.com/en/support/announcement/73769d872a644d7082bc79cde6c12d98,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-01 13:30 (UTC): LLYUSDT Perpetual Contract 2026-06-01 13:35 (UTC): NVOUSDT Perpetual ",2026-06-01
ASTSUSDT,2026-06-01 02:14:55 UTC,2026-06-01 13:55:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01),73769d872a644d7082bc79cde6c12d98,https://www.binance.com/en/support/announcement/73769d872a644d7082bc79cde6c12d98,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-01) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-01 13:30 (UTC): LLYUSDT Perpetual Contract 2026-06-01 13:35 (UTC): NVOUSDT Perpetual ",2026-06-01
QNTXUSDT,2026-05-29 07:00:06 UTC,2026-05-29 08:15:00 UTC,Binance Futures Will Launch QNTXUSDT USDS-Margined Perpetual Contract Pre-IPO Trading (2026-05-29),3bdaff694bde45ccb443709336c8686d,https://www.binance.com/en/support/announcement/3bdaff694bde45ccb443709336c8686d,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch QNTXUSDT USDS-Margined Perpetual Contract Pre-IPO Trading (2026-05-29) This is a general Binance Exchange Notice and a Notice for the purposes of the Clearing Rules. Products and services referred to here may not be available in your region. Fellow Binancians, 1. To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, the following Contract will be admitted to trading on Binance RIE and admitted to Clearing and Settle",2026-05-29
CTRUSDT,2026-05-28 08:16:29 UTC,2026-05-28 09:30:00 UTC,Binance Futures Will Launch USDS-Margined CTRUSDT Perpetual Contract (2026-05-28),ee40eb721abc460cb7edca6df04d782b,https://www.binance.com/en/support/announcement/ee40eb721abc460cb7edca6df04d782b,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CTRUSDT Perpetual Contract (2026-05-28) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-28 09:30 (UTC): CTRUSDT Perpetual Contract with up to 20x leverage More details on the aforeme",2026-05-28
NBISUSDT,2026-05-26 03:15:07 UTC,2026-05-26 13:30:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26),f3a598a5ab4344af993f67a9c3f4544a,https://www.binance.com/en/support/announcement/f3a598a5ab4344af993f67a9c3f4544a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-26 13:30 (UTC): NBISUSDT Perpetual Contract 2026-05-26 13:35 (UTC): WDCUSDT Perpetual",2026-05-26
WDCUSDT,2026-05-26 03:15:07 UTC,2026-05-26 13:35:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26),f3a598a5ab4344af993f67a9c3f4544a,https://www.binance.com/en/support/announcement/f3a598a5ab4344af993f67a9c3f4544a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-26 13:30 (UTC): NBISUSDT Perpetual Contract 2026-05-26 13:35 (UTC): WDCUSDT Perpetual",2026-05-26
ARMUSDT,2026-05-26 03:15:07 UTC,2026-05-26 13:40:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26),f3a598a5ab4344af993f67a9c3f4544a,https://www.binance.com/en/support/announcement/f3a598a5ab4344af993f67a9c3f4544a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-26 13:30 (UTC): NBISUSDT Perpetual Contract 2026-05-26 13:35 (UTC): WDCUSDT Perpetual",2026-05-26
BEUSDT,2026-05-26 03:15:07 UTC,2026-05-26 13:45:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26),f3a598a5ab4344af993f67a9c3f4544a,https://www.binance.com/en/support/announcement/f3a598a5ab4344af993f67a9c3f4544a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-26 13:30 (UTC): NBISUSDT Perpetual Contract 2026-05-26 13:35 (UTC): WDCUSDT Perpetual",2026-05-26
COHRUSDT,2026-05-26 03:15:07 UTC,2026-05-26 13:50:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26),f3a598a5ab4344af993f67a9c3f4544a,https://www.binance.com/en/support/announcement/f3a598a5ab4344af993f67a9c3f4544a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-26) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-26 13:30 (UTC): NBISUSDT Perpetual Contract 2026-05-26 13:35 (UTC): WDCUSDT Perpetual",2026-05-26
OPENAIUSDT,2026-05-26 07:00:01 UTC,2026-05-26 08:30:00 UTC,Binance Futures Will Launch OPENAIUSDT USDS-Margined Perpetual Contract Pre-IPO Trading (2026-05-26),94f88766c6c84d68a07f006bc076ba6a,https://www.binance.com/en/support/announcement/94f88766c6c84d68a07f006bc076ba6a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch OPENAIUSDT USDS-Margined Perpetual Contract Pre-IPO Trading (2026-05-26) This is a general Binance Exchange Notice and a Notice for the purposes of the Clearing Rules. Products and services referred to here may not be available in your region. Fellow Binancians, 1. To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, the following Contract will be admitted to trading on Binance RIE and admitted to Clearing and Sett",2026-05-26
SPCXUSDT,2026-05-21 03:30:20 UTC,2026-05-21 04:45:00 UTC,Binance Futures Will Launch USDS-Margined SPCXUSDT USDS-Margined Perpetual Contract Pre-IPO Trading (2026-05-21),4a9484ee10b347d287f514ee3fdd6a29,https://www.binance.com/en/support/announcement/4a9484ee10b347d287f514ee3fdd6a29,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined SPCXUSDT USDS-Margined Perpetual Contract Pre-IPO Trading (2026-05-21) This is a general Binance Exchange Notice and a Notice for the purposes of the Clearing Rules. Products and services referred to here may not be available in your region. Products and services referred to here may not be available in your region. Fellow Binancians, 1. To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, the followi",2026-05-21
CBRSUSDT,2026-05-18 11:15:56 UTC,2026-05-19 09:30:00 UTC,Binance Futures Will Launch CBRSUSDT USDS-Margined TradFi Perpetual Contract (2026-05-19),3544b8dab5e64f839316a360495a6387,https://www.binance.com/en/support/announcement/3544b8dab5e64f839316a360495a6387,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch CBRSUSDT USDS-Margined TradFi Perpetual Contract (2026-05-19) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-19 09:30 (UTC): CBRSUSDT Perpetual Contract with up to 10x More details on the aforeme",2026-05-19
FLNCUSDT,2026-05-16 05:44:21 UTC,2026-05-18 13:55:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-18),6253a74ac0734740bdf36864584d1bd1,https://www.binance.com/en/support/announcement/6253a74ac0734740bdf36864584d1bd1,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-18 13:55 (UTC): FLNCUSDT Perpetual Contract with up to 10x 2026-05-18 14:00 (UTC): DR",2026-05-18
DRAMUSDT,2026-05-16 05:44:21 UTC,2026-05-18 14:00:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-18),6253a74ac0734740bdf36864584d1bd1,https://www.binance.com/en/support/announcement/6253a74ac0734740bdf36864584d1bd1,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-18 13:55 (UTC): FLNCUSDT Perpetual Contract with up to 10x 2026-05-18 14:00 (UTC): DR",2026-05-18
RKLBUSDT,2026-05-16 05:44:21 UTC,2026-05-18 14:05:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-18),6253a74ac0734740bdf36864584d1bd1,https://www.binance.com/en/support/announcement/6253a74ac0734740bdf36864584d1bd1,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-18 13:55 (UTC): FLNCUSDT Perpetual Contract with up to 10x 2026-05-18 14:00 (UTC): DR",2026-05-18
BTCUSD1,2026-05-14 15:29:47 UTC,2026-05-18 09:00:00 UTC,Binance Futures Will Launch USDS-Margined BTCUSD1 Perpetual Contract (2026-05-18),5a6284dbe6a7420b85a94054b6fb6613,https://www.binance.com/en/support/announcement/5a6284dbe6a7420b85a94054b6fb6613,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined BTCUSD1 Perpetual Contract (2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-18 09:00 (UTC): BTCUSD1 Perpetual Contract with up to 100x leverage More details on the aforem",2026-05-18
SOXLUSDT,2026-05-14 09:46:35 UTC,2026-05-15 14:00:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18),a2bce2686fc64a61b44c4335facafe7f,https://www.binance.com/en/support/announcement/a2bce2686fc64a61b44c4335facafe7f,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 14:00 (UTC): SOXLUSDT Perpetual Contract with up to 20x 2026-05-15 14",2026-05-15
MRVLUSDT,2026-05-14 09:46:35 UTC,2026-05-15 14:05:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18),a2bce2686fc64a61b44c4335facafe7f,https://www.binance.com/en/support/announcement/a2bce2686fc64a61b44c4335facafe7f,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 14:00 (UTC): SOXLUSDT Perpetual Contract with up to 20x 2026-05-15 14",2026-05-15
CRWVUSDT,2026-05-14 09:46:35 UTC,2026-05-18 13:30:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18),a2bce2686fc64a61b44c4335facafe7f,https://www.binance.com/en/support/announcement/a2bce2686fc64a61b44c4335facafe7f,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 14:00 (UTC): SOXLUSDT Perpetual Contract with up to 20x 2026-05-15 14",2026-05-18
WMTUSDT,2026-05-14 09:46:35 UTC,2026-05-18 13:35:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18),a2bce2686fc64a61b44c4335facafe7f,https://www.binance.com/en/support/announcement/a2bce2686fc64a61b44c4335facafe7f,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 14:00 (UTC): SOXLUSDT Perpetual Contract with up to 20x 2026-05-15 14",2026-05-18
JPMUSDT,2026-05-14 09:46:35 UTC,2026-05-18 13:40:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18),a2bce2686fc64a61b44c4335facafe7f,https://www.binance.com/en/support/announcement/a2bce2686fc64a61b44c4335facafe7f,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 14:00 (UTC): SOXLUSDT Perpetual Contract with up to 20x 2026-05-15 14",2026-05-18
BRKBUSDT,2026-05-14 09:46:35 UTC,2026-05-18 13:50:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18),a2bce2686fc64a61b44c4335facafe7f,https://www.binance.com/en/support/announcement/a2bce2686fc64a61b44c4335facafe7f,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15 & 2026-05-18) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 14:00 (UTC): SOXLUSDT Perpetual Contract with up to 20x 2026-05-15 14",2026-05-18
PHAROSUSDT,2026-05-14 04:14:04 UTC,2026-05-14 05:15:00 UTC,Binance Futures Will Launch USDS-Margined PHAROSUSDT and STARUSDT Perpetual Contracts (2026-05-14),12bcf9092e9c46358de3e49f8ef17f88,https://www.binance.com/en/support/announcement/12bcf9092e9c46358de3e49f8ef17f88,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined PHAROSUSDT and STARUSDT Perpetual Contracts (2026-05-14) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-14 05:15 (UTC): PHAROSUSDT Perpetual Contract with up to 20x leverage 2026-05",2026-05-14
STARUSDT,2026-05-14 04:14:04 UTC,2026-05-14 05:30:00 UTC,Binance Futures Will Launch USDS-Margined PHAROSUSDT and STARUSDT Perpetual Contracts (2026-05-14),12bcf9092e9c46358de3e49f8ef17f88,https://www.binance.com/en/support/announcement/12bcf9092e9c46358de3e49f8ef17f88,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined PHAROSUSDT and STARUSDT Perpetual Contracts (2026-05-14) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-14 05:15 (UTC): PHAROSUSDT Perpetual Contract with up to 20x leverage 2026-05",2026-05-14
BILLUSDT,2026-05-07 06:59:29 UTC,2026-05-07 08:15:00 UTC,Binance Futures Will Launch USDS-Margined BILLUSDT Perpetual Contract (2026-05-07),7220be8100ee41149169e9179c380c8c,https://www.binance.com/en/support/announcement/7220be8100ee41149169e9179c380c8c,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined BILLUSDT Perpetual Contract (2026-05-07) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-07 08:15 (UTC): BILLUSDT Perpetual Contract with up to 20x leverage More details on the afore",2026-05-07
AMDUSDT,2026-05-04 06:29:57 UTC,2026-05-06 13:30:00 UTC,"Binance Futures Will Launch AMDUSDT, QCOMUSDT and USARUSDT USDS-Margined Perpetual Contracts (2026-05-06)",9f61baed332542118387bb161030df01,https://www.binance.com/en/support/announcement/9f61baed332542118387bb161030df01,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch AMDUSDT, QCOMUSDT and USARUSDT USDS-Margined Perpetual Contracts (2026-05-06) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-06 13:30 (UTC): AMDUSDT Perpetual Contract with up to 10x 2026-05-06 1",2026-05-06
QCOMUSDT,2026-05-04 06:29:57 UTC,2026-05-06 13:35:00 UTC,"Binance Futures Will Launch AMDUSDT, QCOMUSDT and USARUSDT USDS-Margined Perpetual Contracts (2026-05-06)",9f61baed332542118387bb161030df01,https://www.binance.com/en/support/announcement/9f61baed332542118387bb161030df01,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch AMDUSDT, QCOMUSDT and USARUSDT USDS-Margined Perpetual Contracts (2026-05-06) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-06 13:30 (UTC): AMDUSDT Perpetual Contract with up to 10x 2026-05-06 1",2026-05-06
USARUSDT,2026-05-04 06:29:57 UTC,2026-05-06 13:40:00 UTC,"Binance Futures Will Launch AMDUSDT, QCOMUSDT and USARUSDT USDS-Margined Perpetual Contracts (2026-05-06)",9f61baed332542118387bb161030df01,https://www.binance.com/en/support/announcement/9f61baed332542118387bb161030df01,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch AMDUSDT, QCOMUSDT and USARUSDT USDS-Margined Perpetual Contracts (2026-05-06) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-06 13:30 (UTC): AMDUSDT Perpetual Contract with up to 10x 2026-05-06 1",2026-05-06
AIGENSYNUSDT,2026-04-29 13:27:04 UTC,2026-04-29 14:15:00 UTC,Binance Futures Will Launch USDS-Margined AIGENSYNUSDT Perpetual Contract (2026-04-29),524345e64dd14a23989bfe1e547760b5,https://www.binance.com/en/support/announcement/524345e64dd14a23989bfe1e547760b5,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined AIGENSYNUSDT Perpetual Contract (2026-04-29) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-04-29 14:15 (UTC): AIGENSYNUSDT Perpetual Contract with up to 20x leverage More details on t",2026-04-29
LITEUSDT,2026-05-13 11:45:01 UTC,2026-05-15 13:30:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15),3c04310db1ad4e0fbe234d2c00d0c785,https://www.binance.com/en/support/announcement/3c04310db1ad4e0fbe234d2c00d0c785,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 13:30 (UTC): LITEUSDT Perpetual Contract with up to 10x 2026-05-15 13:35 (UTC): OR",2026-05-15
ORCLUSDT,2026-05-13 11:45:01 UTC,2026-05-15 13:35:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15),3c04310db1ad4e0fbe234d2c00d0c785,https://www.binance.com/en/support/announcement/3c04310db1ad4e0fbe234d2c00d0c785,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 13:30 (UTC): LITEUSDT Perpetual Contract with up to 10x 2026-05-15 13:35 (UTC): OR",2026-05-15
DISUSDT,2026-05-13 11:45:01 UTC,2026-05-15 13:40:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15),3c04310db1ad4e0fbe234d2c00d0c785,https://www.binance.com/en/support/announcement/3c04310db1ad4e0fbe234d2c00d0c785,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-05-15) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-05-15 13:30 (UTC): LITEUSDT Perpetual Contract with up to 10x 2026-05-15 13:35 (UTC): OR",2026-05-15
