market,event_type,symbol,original_listing,announcement_time_utc,delist_settlement_time_utc,announcement_to_delist_hours,source_url,source_note,local_panel_symbol,in_local_panel_symbol_set,announcement_in_panel_coverage,local_panel_start_utc,local_panel_end_utc,local_panel_rows
spot,spot_pair_removal,YFIUSDT,YFI/BTC,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,YFIUSDT,True,True,2020-08-31 04:00:00,2026-06-22 00:00:00,12696
spot,spot_pair_removal,FILUSDT,FIL/ETH,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,FILUSDT,True,True,2020-10-16 04:00:00,2026-06-22 00:00:00,12420
spot,spot_pair_removal,LRCUSDT,LRC/ETH,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,LRCUSDT,True,True,2020-10-19 04:00:00,2026-06-22 00:00:00,12402
spot,spot_pair_removal,XVGUSDT,XVG/ETH,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,ZILUSDT,ZIL/ETH,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,ALLOUSDT,ALLO/BNB,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,ENAUSDT,ENA/BNB,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,KITEUSDT,KITE/BNB,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,BOMEUSDT,BOME/FDUSD,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,DYDXUSDT,DYDX/FDUSD,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,PENGUUSDT,PENGU/FDUSD,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,STRKUSDT,STRK/FDUSD,2025-01-16 00:00:00,2025-01-23 03:00:00,171.0,https://coinpulsehq.com/binance-delisting-spot-trading-pairs-5/,Secondary source summarizing Binance official notice; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,ACHUSDT,ACH/BTC,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,DENTUSDT,DENT/ETH,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,EGLDUSDT,EGLD/FDUSD,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,EGLDUSDT,True,True,2020-09-14 04:00:00,2026-06-22 00:00:00,12642
spot,spot_pair_removal,HAEDALUSDT,HAEDAL/BNB,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,INITUSDT,INIT/FDUSD,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,PORTALUSDT,PORTAL/BNB,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,PORTALUSDT,PORTAL/BTC,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,PROVEUSDT,PROVE/FDUSD,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,QTUMUSDT,QTUM/BTC,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,RIFUSDT,RIF/BTC,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,SHELLUSDT,SHELL/FDUSD,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,STRAXUSDT,STRAX/BTC,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,TREEUSDT,TREE/FDUSD,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,WAXPUSDT,WAXP/BTC,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
spot,spot_pair_removal,WUSDT,W/BTC,2025-12-01 00:00:00,2025-12-05 03:00:00,99.0,https://www.mexc.fm/news/219087,Secondary source citing CoinOtag/Binance official sources; timestamp date-only.,,False,False,,,
USDS-M perpetual,futures_contract_delist_auto_settlement,AERGOUSDT,AERGOUSDT perpetual,,2026-07-24 06:30:00,,https://www.binance.com/bapi/composite/v1/public/cms/article/detail/query?articleCode=f0e3fc835b9545759e4279c64b200389,LIVE forward sample via daily thesis patrol 2026-07-24 10:01; T0-morning signature: realized funding deep-positive +0.44->0.64%/period (crowded longs paying) / price +6.6%/48h near high / OI -18% from max; settlement outcome to be appended post-06:30 UTC by 22:01 patrol,,False,False,,,
